DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB00548,Azelaic Acid,123-99-9,SmallMoleculeDrug,C08261,D03034,2266,46506284,48131,PA164754850,AZ1,,,,277,http://www.rxlist.com/cgi/generic3/azelex.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/aze1043.shtml,,http://www.drugs.com/cdi/azelaic-acid-cream.html,,2179,,DAP000889
DB00549,Zafirlukast,107753-78-6,SmallMoleculeDrug,C07206,D00411,5717,46506874,10100,PA451949,,,,,11685,http://www.rxlist.com/cgi/generic/zafirlukast.htm,,Zafirlukast,http://www.drugs.com/cdi/zafirlukast.html,,5515,50009073,DAP000091
DB00550,Propylthiouracil,51-52-5,SmallMoleculeDrug,C07569,D00562,657298,46505181,8502,PA451156,3CJ,,,,9439,,,Propylthiouracil,http://www.drugs.com/cdi/propylthiouracil.html,,571424,50133597,DAP001247
DB00551,Acetohydroxamic Acid,546-88-3,SmallMoleculeDrug,C06808,D00220,1990,46508546,49029,PA164749213,HAE,,,,"",,,Acetohydroxamic_acid,http://www.drugs.com/cdi/acetohydroxamic-acid.html,,1913,50099857,DAP001277
DB00552,Pentostatin,53910-25-1,SmallMoleculeDrug,C02267,D00155,439693,46507116,,PA450863,DCF,,,,1740,,,Pentostatin,http://www.drugs.com/cdi/pentostatin.html,,388759,22925,DAP000566
DB00553,Methoxsalen,298-81-7,SmallMoleculeDrug,C01864,D00139,4114,46506275,18358,PA450433,8MO,,,,5303,http://www.rxlist.com/cgi/generic2/methox.htm,,Methoxsalen,http://www.drugs.com/cdi/methoxsalen-hard-gelatin-capsules.html,,3971,50041234,DAP000996
DB00554,Piroxicam,36322-90-4,SmallMoleculeDrug,C01608,D00127,54676228,46505225,8249,PA450985,,,,,1996,http://www.rxlist.com/cgi/generic/piroxicam.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/fel1173.shtml,Piroxicam,http://www.drugs.com/cdi/piroxicam.html,,10442653,85245,DAP000181
DB00555,Lamotrigine,84057-84-1,SmallMoleculeDrug,,D00354,3878,46505408,6367,PA450164,,,,,238,http://www.rxlist.com/cgi/generic/lamotrigine.htm,,Lamotrigine,http://www.drugs.com/cdi/lamotrigine.html,,3741,50031299,DAP000039
DB00556,Perflutren,76-19-7,SmallMoleculeDrug,,D01738,6432,46506030,31980,PA164781354,,,,,12053,http://www.rxlist.com/cgi/generic3/definity.htm,,Octafluoropropane,http://www.drugs.com/cdi/perflutren-lipid-microspheres.html,,6192,,
DB00557,Hydroxyzine,68-88-2,SmallMoleculeDrug,C07045,,3658,46508556,5818,PA449943,,,,,8008,http://www.rxlist.com/cgi/generic/hydrox.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ata1035.shtml,Hydroxyzine,http://www.drugs.com/hydroxyzine.html,,3531,22875,DAP000324
DB00558,Zanamivir,139110-80-8,SmallMoleculeDrug,C08095,D00902,60855,46508581,50663,PA164740891,ZMR,,,,11911,http://www.rxlist.com/cgi/generic2/zanam.htm,,Zanamivir,http://www.drugs.com/cdi/zanamivir.html,,54842,50330326,DAP000715
DB00559,Bosentan,147536-97-8,SmallMoleculeDrug,,D01227,104865,46507154,51450,PA10034,,,,,12538,http://www.rxlist.com/cgi/generic3/tracleer.htm,,Bosentan,http://www.drugs.com/cdi/bosentan.html,,94651,50061101,DNC000341
DB00560,Tigecycline,220620-09-7,SmallMoleculeDrug,C12012,D01079,54686904,46509041,149836,PA164746412,,,,,19932,http://www.rxlist.com/cgi/generic4/tygacil.htm,,Tigecycline,http://www.drugs.com/cdi/tigecycline.html,,10482314,,DAP000880
DB00561,Doxapram,309-29-5,SmallMoleculeDrug,,D01872,3156,46506829,681848,PA164784026,,,,,10198,http://www.rxlist.com/cgi/generic2/doxapram.htm,,Doxapram,http://www.drugs.com/cdi/doxapram.html,,3044,,DAP001295
DB00562,Benzthiazide,91-33-8,SmallMoleculeDrug,C07759,D00651,2343,46506752,3047,PA164776841,,,,,"",,,,,,2253,,DAP000603
DB00563,Methotrexate,59-05-2,SmallMoleculeDrug,C01937,D00142,126941,46507678,44185,PA450428,MTX,,,,5900; 6197,http://www.rxlist.com/cgi/generic/mtx.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/met1257.shtml,Methotrexate,http://www.drugs.com/methotrexate.html,,112728,66082,DNC000933
DB00564,Carbamazepine,298-46-4,SmallMoleculeDrug,C06868,D00252,2554,46507583,3387,PA448785,,,,,4182,http://www.rxlist.com/cgi/generic/carbam.htm,,Carbamazepine,http://www.drugs.com/carbamazepine.html,,2457,50003659,DAP000129
DB00565,Cisatracurium besylate,96946-42-8,SmallMoleculeDrug,,D00759,62886,46506666,3721,PA164744925,,,,,11084,http://www.rxlist.com/cgi/generic2/nimbex.htm,,,http://www.drugs.com/cdi/cisatracurium.html,,56614,,DAP000196
DB00566,Succimer,304-55-2,SmallMoleculeDrug,C07598,D00572,,,63623,PA451521,,,,,"",http://www.rxlist.com/chemet-drug.htm,,Succimer,http://www.drugs.com/cdi/succimer.html,,2006502,50232640,
DB00567,Cephalexin,15686-71-2,SmallMoleculeDrug,C06895,D00263,27447,46506749,3534,PA448883,,,,,8376,http://www.rxlist.com/cgi/generic/cephalex.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/kef1213.shtml,Cephalexin,http://www.drugs.com/cephalexin.html,,25541,50139896,DAP000437
DB00568,Cinnarizine,298-57-7,SmallMoleculeDrug,,D01295,2761,46506769,31403,PA164749342,,,,,"",,,Cinnarizine,,,1264793,50017657,DAP000325
DB00569,Fondaparinux sodium,114870-03-0,SmallMoleculeDrug,,D01844,49852292,46505595,31632,PA164746297,,,,,12253,http://www.rxlist.com/cgi/generic3/arixtra.htm,,Fondaparinux_sodium,http://www.drugs.com/cdi/fondaparinux.html,,26333246,,DNC000658
DB00570,Vinblastine,865-21-4,SmallMoleculeDrug,,,,,,PA451877,VLB,,,,9407,http://www.rxlist.com/cgi/generic3/vinblastine.htm,,Vinblastine,http://www.drugs.com/cdi/vinblastine.html,,12773,50012278,DAP000785
DB00571,Propranolol,525-66-6,SmallMoleculeDrug,C07407,,4946,46505387,8499,PA451145,,,,,10127,http://www.rxlist.com/cgi/generic/propran.htm,,Propranolol,http://www.drugs.com/propranolol.html,,4777,25761,DAP000089
DB00572,Atropine,51-55-8,SmallMoleculeDrug,C01479,D00113,174174,46507540,78734,PA448505,OIN,,,,8970; 8972,http://www.rxlist.com/cgi/generic3/atropen.htm,,Atropine,http://www.drugs.com/cdi/atropine-drops.html,,10194105,50403547,DAP000377
DB00573,Fenoprofen,29679-58-1,SmallMoleculeDrug,C06997,D00968,3342,46504597,5004,PA449597,,,,,11356,http://www.rxlist.com/cgi/generic2/fenoprofen.htm,,Fenoprofen,http://www.drugs.com/cdi/fenoprofen.html,,3225,54705,DAP000619
DB00575,Clonidine,4205-90-7,SmallMoleculeDrug,,D00281,2803,46508119,46632,PA449051,CLU,,,,2564,http://www.rxlist.com/cgi/generic/clonidin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/cat1072.shtml,Clonidine,http://www.drugs.com/clonidine.html,,2701,14062,DAP000231
DB00576,Sulfamethizole,144-82-1,SmallMoleculeDrug,C08050,D00870,5328,46508656,9331,PA164781307,,,,,"",,,Sulfamethizole,,,5137,50295558,DAP001202
DB00577,Valaciclovir,124832-26-4,SmallMoleculeDrug,C07184,D00398,60773,46508197,35854,PA451839,TXC,,,,11114,http://www.rxlist.com/cgi/generic3/valacyclovir.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/val1474.shtml,Valaciclovir,http://www.drugs.com/valacyclovir.html,,54770,50162073,DAP000643
DB00578,Carbenicillin,4697-36-3,SmallMoleculeDrug,C06869,,20824,46505653,3393,PA448788,,,,,"",http://www.rxlist.com/cgi/generic3/geocillin.htm,,Carbenicillin,http://www.drugs.com/cdi/carbenicillin-indanyl.html,,19599,,DAP000438
DB00579,Mazindol,22232-71-9,SmallMoleculeDrug,,D00367,4020,46509094,6702,PA450326,,,,,2431,,,Mazindol,http://www.drugs.com/mtm/mazindol.html,,3880,50005536,DAP000722
DB00581,Lactulose,4618-18-2,SmallMoleculeDrug,C07064,D00352,11333,46506757,6359,PA164748762,W9T,,,,2395,http://www.rxlist.com/cgi/generic2/lactulose.htm,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lac_0300.shtml,Lactulose,http://www.drugs.com/cdi/lactulose-crystals.html,,10856,50377984,
DB00582,Voriconazole,137234-62-9,SmallMoleculeDrug,C07622,D00578,71616,46506421,10023,PA10233,VOR,,,,13348,http://www.rxlist.com/cgi/generic/vfend.htm,,Voriconazole,http://www.drugs.com/cdi/voriconazole.html,,64684,50333117,DAP001271
DB00583,L-Carnitine,541-15-1,SmallMoleculeDrug,C00318,D02176,10917,46505864,16347,PA450154,,,,,233,http://www.rxlist.com/cgi/generic3/carnitor.htm,,L-Carnitine,,,10455,50037268,DAP000958
DB00584,Enalapril,75847-73-3,SmallMoleculeDrug,C06977,,5388962,46507920,4784,PA449456,,,,,20170; 1810,http://www.rxlist.com/cgi/generic/enalap.htm,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=Vas1477.html&contentName=Vasotec&contentId=6,Enalapril,http://www.drugs.com/enalapril.html,,4534998,50017129,DAP001374
DB00585,Nizatidine,76963-41-2,SmallMoleculeDrug,C07270,D00440,,,7601,PA164752234,,,,,1305,http://www.rxlist.com/cgi/generic/nizat.htm,,Nizatidine,http://www.drugs.com/cdi/nizatidine.html,,4356,,DAP000339
DB00586,Diclofenac,15307-86-5,SmallMoleculeDrug,C01690,D07816,3033,46504644,47381,PA449293,DIF,,,,2013; 1205; 20061,http://www.rxlist.com/cgi/generic/diclofen.htm,,Diclofenac,http://www.drugs.com/cdi/diclofenac-drops.html,,2925,13066,DAP000620
DB00587,Cinalukast,128312-51-6,SmallMoleculeDrug,,,6436135,46505799,126598,PA164743057,,,,,"",,,,,,4940804,50064086,DAP000976
DB00588,Fluticasone propionate,80474-14-2,SmallMoleculeDrug,,D01708,444036,46506140,31441,PA449686,,,,,637,http://www.rxlist.com/cgi/generic2/cutivate.htm,,Fluticasone_propionate,http://www.drugs.com/cdi/fluticasone-furoate-spray.html,,392059,50354849,DAP001039
DB00589,Lisuride,18016-80-3,SmallMoleculeDrug,,D08132,28864,46505557,51164,PA164749019,,,,,"",,,Lisuride,,,26847,50056445,DAP000255
DB00590,Doxazosin,74191-85-8,SmallMoleculeDrug,C06970,D07874,3157,46506825,4708,PA449407,,,,,11258,http://www.rxlist.com/cgi/generic/doxazo.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/car1069.shtml,Doxazosin,http://www.drugs.com/doxazosin.html,,3045,86731,DAP000381
DB00591,Fluocinolone Acetonide,67-73-2,SmallMoleculeDrug,,D01825,6215,46506244,31623,PA164754912,,,,,7578,http://www.rxlist.com/cgi/generic4/retisert.htm,,Fluocinolone_acetonide,http://www.drugs.com/cdi/fluocinolone-acetonide-implant.html,,5980,,DAP000813
DB00592,Piperazine,110-85-0,SmallMoleculeDrug,C07973,D00807,4837,46507642,28568,PA450977,PZE,,,,10006; 10070; 748; 9431; 5970; 7153,,,Piperazine,http://www.drugs.com/cons/piperazine.html,,13835459,,DAP001418
DB00593,Ethosuximide,77-67-8,SmallMoleculeDrug,C07505,D00539,3291,46507617,4887,PA449533,,,,,6363,http://www.rxlist.com/cgi/generic/ethosuximide.htm,,Ethosuximide,http://www.drugs.com/cdi/ethosuximide.html,,3175,50240424,DAP000526
DB00594,Amiloride,2609-46-3,SmallMoleculeDrug,C06821,,16231,46508156,2639,PA448368,AMR,,,,20230,http://www.rxlist.com/cgi/generic2/amilor.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/mod1272.shtml,Amiloride,http://www.drugs.com/cdi/amiloride.html,,15403,16173,DAP000187
DB00595,Oxytetracycline,79-57-2,SmallMoleculeDrug,C06624,,54675779,46507025,27701,PA450757,OTC,,,,8651; 8652; 13282,http://www.rxlist.com/cgi/generic2/oxytetracycline.htm,,Oxytetracycline,,,10482174,,DAP000401
DB00596,Ulobetasol,98651-66-2,SmallMoleculeDrug,,,,,,PA164768832,,,,,7555,http://www.rxlist.com/cgi/generic3/halobetasol.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ult1649.shtml,Ulobetasol,http://www.drugs.com/cdi/halobetasol-cream.html,,4470691,,DAP001186
DB00597,Gadoteridol,120066-54-8,SmallMoleculeDrug,,D01137,60714,46505738,31643,PA164746463,,,,,741,,,,,,54719,,
DB00598,Labetalol,36894-69-6,SmallMoleculeDrug,C07063,,3869,46505511,6343,PA164743150,,,,,1896,http://www.rxlist.com/cgi/generic2/labet.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/nor1301.shtml,Labetalol,http://www.drugs.com/cdi/labetalol.html,,3734,25758,DAP000038
DB00599,Thiopental,76-75-5,SmallMoleculeDrug,C07521,,3000715,46504621,102166,PA451664,,,,,8249,http://www.rxlist.com/cgi/generic3/thiopental.htm,,Thiopental,http://www.drugs.com/cdi/thiopental.html,,2272258,50058058,DAP000661
DB00600,Monobenzone,103-16-2,SmallMoleculeDrug,C14244,D05072,7638,46507466,34380,PA164764582,,,,,5304,,,Monobenzone,http://www.drugs.com/mtm/monobenzone-topical.html,,7356,50410520,DAP000830
DB00601,Linezolid,165800-03-3,SmallMoleculeDrug,C08146,D00947,441401,46504452,63607,PA450233,ZLD,,,,12110,http://www.rxlist.com/cgi/generic3/linezolid.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zyv1556.shtml,Linezolid,http://www.drugs.com/cdi/linezolid.html,,390139,50116067,DAP000398
DB00602,Ivermectin,70288-86-7,SmallMoleculeDrug,C07970,D00804,46936176,46506810,,PA450133,,,,,623,http://www.rxlist.com/cgi/generic3/ivermectin.htm,,Ivermectin,http://www.drugs.com/cdi/ivermectin.html,,30776735,,DAP000261
DB00603,Medroxyprogesterone acetate,71-58-9,SmallMoleculeDrug,C08150,D00951,6279,46508895,6716,PA450344,,,,,7538,http://www.rxlist.com/cgi/generic/medrox.htm,,Medroxyprogesterone,http://www.drugs.com/medroxyprogesterone.html,,6043,50067678,DAP001211
DB00604,Cisapride,81098-60-4,SmallMoleculeDrug,C06910,D00274,6917698,46504980,3720,PA449011,,,,,11322,http://www.rxlist.com/cgi/generic/cisap.htm,,Cisapride,http://www.drugs.com/mtm/cisapride.html,,5292927,50005836,DAP000222
DB00605,Sulindac,38194-50-2,SmallMoleculeDrug,C01531,D00120,1548887,46506570,9352,PA451565,,,,,2126,http://www.rxlist.com/cgi/generic3/sulindac.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/cli1087.shtml,Sulindac,http://www.drugs.com/cdi/sulindac.html,,1265915,50012899,DAP000569
DB00606,Cyclothiazide,2259-96-3,SmallMoleculeDrug,C12685,D01256,2910,46508269,31448,PA449168,CYZ,,,,"",,,,,,2807,50192229,DAP000604
DB00607,Nafcillin,147-52-4,SmallMoleculeDrug,C07250,,8982,46508100,7447,PA450576,NFN,,,,11206,http://www.rxlist.com/cgi/generic3/nafcillin.htm,,Nafcillin,http://www.drugs.com/cdi/nafcillin.html,,8634,50103525,DAP001166
DB00608,Chloroquine,54-05-7,SmallMoleculeDrug,C07625,D02366,,,3638,PA448948,CLQ,,,,6547,http://www.rxlist.com/cgi/generic2/hquine2.htm,,Chloroquine,http://www.drugs.com/cdi/chloroquine.html,,2618,22985,DAP001357
DB00609,Ethionamide,536-33-4,SmallMoleculeDrug,C07665,D00591,2761171,46506077,4885,PA164768738,,,,,"",http://www.rxlist.com/cgi/generic2/ethionamide.htm,,Ethionamide,http://www.drugs.com/cdi/ethionamide.html,,2041901,,DAP001141
DB00610,Metaraminol,54-49-9,SmallMoleculeDrug,C07146,,5906,46505593,6794,PA164748761,,,,,"",http://www.rxlist.com/cgi/generic2/metar.htm,,Metaraminol,,,5695,,DAP000225
DB00611,Butorphanol,42408-82-2,SmallMoleculeDrug,C06863,D00837,6916249,46507553,3242,PA164745398,,,,,11238; 2142,http://www.rxlist.com/cgi/generic2/butor.htm,,Butorphanol,http://www.drugs.com/cdi/butorphanol-solution.html,,16735714,50240437,DAP000214
DB00612,Bisoprolol,66722-44-9,SmallMoleculeDrug,C06852,D02342,2405,46508844,3127,PA448641,,,,,1218,http://www.rxlist.com/cgi/generic3/bisoprolol.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zeb1667.shtml,Bisoprolol,http://www.drugs.com/bisoprolol.html,,2312,25751,DAP000483
DB00613,Amodiaquine,86-42-0,SmallMoleculeDrug,C07626,D02922,2165,46506940,2674,PA448404,CQA,,,,"",,,Amodiaquine,,,2080,50041457,DAP000699
DB00614,Furazolidone,67-45-8,SmallMoleculeDrug,C07999,D00830,3435,46507291,5195,PA164746760,,,,,10161,http://www.rxlist.com/cgi/generic2/furazol.htm,,Furazolidone,http://www.drugs.com/cons/furazolidone.html,,4481255,,DAP000993
DB00615,Rifabutin,72559-06-9,SmallMoleculeDrug,C07235,D00424,6323490,46506468,45367,PA451249,RBT,,,,8316,http://www.rxlist.com/cgi/generic2/rifabutin.htm,,Rifabutin,http://www.drugs.com/cdi/rifabutin.html,,10482168,,DAP000656
DB00617,Paramethadione,115-67-3,SmallMoleculeDrug,C07411,D00495,8280,46509173,7921,PA164748880,,,,,"",,,Paramethadione,http://www.drugs.com/mtm/paramethadione.html,,7979,,DAP001266
DB00618,Demeclocycline,127-33-3,SmallMoleculeDrug,,D00290,54680690,46506314,4392,PA164745513,,,,,8665,http://www.rxlist.com/cgi/generic3/demeclocycline.htm,,Demeclocycline,http://www.drugs.com/cdi/demeclocycline.html,,10482117,,DAP000402
DB00619,Imatinib,152459-95-5,SmallMoleculeDrug,,D01441,5291,46505055,45783,PA10804,STI,,,,12429,http://www.rxlist.com/cgi/generic3/gleevec.htm,,Imatinib,http://www.drugs.com/cdi/imatinib.html,,5101,13530,DNC001383
DB00620,Triamcinolone,124-94-7,SmallMoleculeDrug,,D00385,31307,46507950,9667,PA451749,,,,,7588; 7582; 7587; 7591,http://www.rxlist.com/cgi/generic/triamaer.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/azm1044.shtml,Triamcinolone,http://www.drugs.com/cdi/triamcinolone-spray.html,,29046,41132,DAP000417
DB00621,Oxandrolone,53-39-4,SmallMoleculeDrug,C07346,D00462,5878,46509027,7820,PA164749395,,,,,"",http://www.rxlist.com/cgi/generic2/oxandrolone.htm,,Oxandrolone,http://www.drugs.com/cdi/oxandrolone.html,,5667,,DAP000905
DB00622,Nicardipine,55985-32-5,SmallMoleculeDrug,C07264,,4474,46504482,7550,PA450620,,,,,1293,http://www.rxlist.com/cgi/generic/nicardipine.htm,,Nicardipine,http://www.drugs.com/cdi/nicardipine.html,,4319,50017085,DAP000486
DB00623,Fluphenazine,69-23-8,SmallMoleculeDrug,C07010,,3372,46506645,5123,PA449676,,,,,8007; 20269; 8013,http://www.rxlist.com/cgi/generic3/fluphen.htm,,Fluphenazine,http://www.drugs.com/cdi/fluphenazine.html,,3255,78433,DCL000806
DB00624,Testosterone,58-22-0,SmallMoleculeDrug,C00535,D00075,6013,46505691,17347,PA451627,TES,,,,7486; 7487; 7469; 7485,http://www.rxlist.com/cgi/generic2/androgel.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tes1438.shtml,Testosterone,,,5791,8885,DAP000841
DB00625,Efavirenz,154598-52-4,SmallMoleculeDrug,C08088,D00896,64139,46506827,119486,PA449441,EFZ,,,,11857,http://www.rxlist.com/cgi/generic/efaviren.htm,,Efavirenz,http://www.drugs.com/cdi/efavirenz.html,,57715,2483,DAP000709
DB00626,Bacitracin,1405-87-4,SmallMoleculeDrug,C15482,D00128,10909430,46504727,35862,PA448531,,,,,8500; 8502,http://www.rxlist.com/cgi/generic3/bacit.htm,,Bacitracin,http://www.drugs.com/cdi/bacitracin-ointment.html,,9084687,,DAP000710
DB00627,Niacin,59-67-6,SmallMoleculeDrug,C00253,D00049,938,46507508,15940,PA450617,NIO,,,,5019; 474,http://www.rxlist.com/cgi/generic3/niacor.htm,,Niacin,http://www.drugs.com/niacin.html,,913,23515,
DB00628,Clorazepate,23887-31-2,SmallMoleculeDrug,C06921,D00694,2809,46506595,3761,PA164749297,,,,,2495,http://www.rxlist.com/cgi/generic2/clorazepate.htm,,Clorazepate,http://www.drugs.com/cdi/clorazepate.html,,2707,,DAP000240
DB00629,Guanabenz,5051-62-7,SmallMoleculeDrug,C07034,D04375,3517,46505200,5553,PA164774903,,,,,"",,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/gua1612.shtml,Guanabenz,http://www.drugs.com/cdi/guanabenz.html,,4642445,,DAP000232
DB00630,Alendronic acid,66376-36-1,SmallMoleculeDrug,C07752,,2088,46507199,2567,PA448082,212,,,,13353,http://www.rxlist.com/cgi/generic/alendron.htm,,Alendronate,http://www.drugs.com/cdi/alendronate.html,,2004,25313,DAP000182
DB00631,Clofarabine,123318-82-1,SmallMoleculeDrug,,,119182,46504968,681569,PA164754863,CFB,,,,20504,http://www.rxlist.com/cgi/generic3/clofarabine.htm,,Clofarabine,http://www.drugs.com/cdi/clofarabine.html,,106472,,DAP000849
DB00632,Docosanol,661-19-8,SmallMoleculeDrug,,,12620,46508049,31000,PA164749211,,,,,12720,,,Docosanol,http://www.drugs.com/cdi/docosanol.html,,12100,,DAP001249
DB00633,Dexmedetomidine,113775-47-6,SmallMoleculeDrug,C07450,D00514,5311068,46507406,4466,PA449256,,,,,20527; 20565,http://www.rxlist.com/cgi/generic/precedex.htm,,Dexmedetomidine,,,4470605,50085683,DAP000233
DB00634,Sulfacetamide,144-80-9,SmallMoleculeDrug,,D05947,5320,46504544,63845,PA451536,,,,,8145,http://www.rxlist.com/cgi/generic3/plexion.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ava1674.shtml,Sulfacetamide,http://www.drugs.com/cdi/sulfacetamide-drops.html,,5129,50316126,DAP001191
DB00635,Prednisone,53-03-2,SmallMoleculeDrug,C07370,D00473,,,8382,PA451100,PDN,,,,7566,http://www.rxlist.com/cgi/generic/pred.htm,,Prednisone,http://www.drugs.com/prednisone.html,,5656,,DAP001041
DB00636,Clofibrate,637-07-0,SmallMoleculeDrug,C06916,D00279,2796,46504748,3750,PA449045,,,,,9842,http://www.rxlist.com/cgi/generic2/clofibrate.htm,,Clofibrate,http://www.drugs.com/mtm/clofibrate.html,,2694,50085047,DAP000262
DB00637,Astemizole,68844-77-9,SmallMoleculeDrug,C06832,D00234,2247,46508569,2896,PA448498,,,,,1879,http://www.rxlist.com/cgi/generic/astem.htm,,Astemizole,http://www.drugs.com/mtm/astemizole.html,,2160,24226,DAP000326
DB00638,Inulin,9005-80-5,SmallMoleculeDrug,C03323,D00171,24763,46508287,15443,PA450043,,,,,"",,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/inu_0299.shtml,Inulin,http://www.drugs.com/cons/inulin-intravenous.html,,23149,,DAP001304
DB00639,Butoconazole,64872-76-0,SmallMoleculeDrug,C08065,D00880,47472,46508016,3240,PA164781353,,,,,1310,http://www.rxlist.com/cgi/generic2/butoconazole.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/myc1567.shtml,Butoconazole,http://www.drugs.com/cdi/butoconazole-cream.html,,43192,79206,DAP001267
DB00640,Adenosine,58-61-7,SmallMoleculeDrug,C00212,D00045,60961,46508728,16335,PA448049,ADN,,,,4732,http://www.rxlist.com/cgi/generic3/adenos.htm,,Adenosine,http://www.drugs.com/cdi/adenosine.html,,54923,14487,DAP000223
DB00641,Simvastatin,79902-63-9,SmallMoleculeDrug,,D00434,,,9150,PA451363,SIM,,,,1221,http://www.rxlist.com/cgi/generic/simva.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zoc1500.shtml,Simvastatin,http://www.drugs.com/simvastatin.html,,49179,50139181,DAP001519
DB00642,Pemetrexed,137281-23-3,SmallMoleculeDrug,,D07472,,,63616,PA10810,LYA,,,,13326,http://www.rxlist.com/cgi/generic3/alimta.htm,,Pemetrexed,http://www.drugs.com/cdi/pemetrexed.html,,393879,18796,DCL000320
DB00643,Mebendazole,31431-39-7,SmallMoleculeDrug,,D00368,4030,46508807,6704,PA164776669,,,,,2434,http://www.rxlist.com/cgi/generic3/mebend.htm,,Mebendazole,http://www.drugs.com/cdi/mebendazole.html,,3890,50180753,DAP000950
DB00644,Gonadorelin,33515-09-2,SmallMoleculeDrug,C07607,,36523,46506144,,PA449801,,,,,7330; 11313; 7361; 7362,http://www.rxlist.com/cgi/generic2/gonadorelin.htm,,Gonadorelin,http://www.drugs.com/cdi/gonadorelin.html,,33562,,DAP001052
